year,state_po,state,state_fips,district,district_code,totalvotes,total_candidatevotes
1996,CA,CALIFORNIA,6,1,CA-01,222119,222119
1998,CA,CALIFORNIA,6,1,CA-01,196805,196805
2000,CA,CALIFORNIA,6,1,CA-01,239335,239335
2002,CA,CALIFORNIA,6,1,CA-01,185216,185216
2004,CA,CALIFORNIA,6,1,CA-01,282971,282971
2006,CA,CALIFORNIA,6,1,CA-01,218044,218044
2008,CA,CALIFORNIA,6,1,CA-01,290472,290472
2010,CA,CALIFORNIA,6,1,CA-01,234592,234592
2012,CA,CALIFORNIA,6,1,CA-01,294213,294213
2014,CA,CALIFORNIA,6,1,CA-01,216372,216372
2016,CA,CALIFORNIA,6,1,CA-01,314036,314036
2018,CA,CALIFORNIA,6,1,CA-01,291594,291594
2020,CA,CALIFORNIA,6,1,CA-01,358263,358263
2022,CA,CALIFORNIA,6,1,CA-01,246225,246225
2024,CA,CALIFORNIA,6,1,CA-01,319228,319228
1976,CA,CALIFORNIA,6,2,CA-02,216563,216563
1978,CA,CALIFORNIA,6,2,CA-02,220260,220260
1980,CA,CALIFORNIA,6,2,CA-02,261674,261674
1982,CA,CALIFORNIA,6,2,CA-02,200612,200612
1984,CA,CALIFORNIA,6,2,CA-02,228472,228472
1986,CA,CALIFORNIA,6,2,CA-02,188414,188414
1988,CA,CALIFORNIA,6,2,CA-02,236351,236351
1990,CA,CALIFORNIA,6,2,CA-02,209401,209401
1992,CA,CALIFORNIA,6,2,CA-02,256556,256556
1994,CA,CALIFORNIA,6,2,CA-02,214860,214860
1996,CA,CALIFORNIA,6,2,CA-02,238326,238326
1998,CA,CALIFORNIA,6,2,CA-02,205347,205347
2000,CA,CALIFORNIA,6,2,CA-02,255856,255856
2002,CA,CALIFORNIA,6,2,CA-02,178985,178985
2004,CA,CALIFORNIA,6,2,CA-02,272429,272429
2006,CA,CALIFORNIA,6,2,CA-02,210202,210202
2008,CA,CALIFORNIA,6,2,CA-02,282337,282337
2010,CA,CALIFORNIA,6,2,CA-02,228940,228940
2012,CA,CALIFORNIA,6,2,CA-02,317526,317526
2014,CA,CALIFORNIA,6,2,CA-02,217524,217524
2016,CA,CALIFORNIA,6,2,CA-02,330766,330766
2018,CA,CALIFORNIA,6,2,CA-02,315657,315657
2020,CA,CALIFORNIA,6,2,CA-02,388755,388755
2022,CA,CALIFORNIA,6,2,CA-02,308749,308749
2024,CA,CALIFORNIA,6,2,CA-02,379617,379617
1976,CA,CALIFORNIA,6,3,CA-03,191854,191854
1978,CA,CALIFORNIA,6,3,CA-03,197503,197503
1980,CA,CALIFORNIA,6,3,CA-03,241865,241865
1982,CA,CALIFORNIA,6,3,CA-03,217196,217196
1984,CA,CALIFORNIA,6,3,CA-03,131369,131369
1986,CA,CALIFORNIA,6,3,CA-03,208974,208974
1988,CA,CALIFORNIA,6,3,CA-03,257766,257766
1990,CA,CALIFORNIA,6,3,CA-03,219088,219088
1992,CA,CALIFORNIA,6,3,CA-03,238685,238685
1994,CA,CALIFORNIA,6,3,CA-03,195157,195157
1996,CA,CALIFORNIA,6,3,CA-03,221737,221737
1998,CA,CALIFORNIA,6,3,CA-03,192006,192006
2000,CA,CALIFORNIA,6,3,CA-03,230182,230182
2002,CA,CALIFORNIA,6,3,CA-03,194918,194918
2004,CA,CALIFORNIA,6,3,CA-03,287073,287073
2006,CA,CALIFORNIA,6,3,CA-03,228169,228169
2008,CA,CALIFORNIA,6,3,CA-03,314046,314046
2010,CA,CALIFORNIA,6,3,CA-03,261938,261938
2012,CA,CALIFORNIA,6,3,CA-03,233968,233968
2014,CA,CALIFORNIA,6,3,CA-03,150260,150260
2016,CA,CALIFORNIA,6,3,CA-03,256966,256966
2018,CA,CALIFORNIA,6,3,CA-03,232251,232251
2020,CA,CALIFORNIA,6,3,CA-03,321988,321988
2022,CA,CALIFORNIA,6,3,CA-03,338199,338199
2024,CA,CALIFORNIA,6,3,CA-03,422313,422313
1976,CA,CALIFORNIA,6,4,CA-04,151037,151037
1978,CA,CALIFORNIA,6,4,CA-04,158497,158497
1980,CA,CALIFORNIA,6,4,CA-04,205055,205055
1982,CA,CALIFORNIA,6,4,CA-04,185523,185523
1984,CA,CALIFORNIA,6,4,CA-04,211921,211921
1986,CA,CALIFORNIA,6,4,CA-04,182960,182960
1988,CA,CALIFORNIA,6,4,CA-04,182490,182490
1990,CA,CALIFORNIA,6,4,CA-04,210454,210454
1992,CA,CALIFORNIA,6,4,CA-04,283365,283365
1994,CA,CALIFORNIA,6,4,CA-04,236323,236323
1996,CA,CALIFORNIA,6,4,CA-04,271315,271315
1998,CA,CALIFORNIA,6,4,CA-04,248224,248224
2000,CA,CALIFORNIA,6,4,CA-04,311423,311423
2002,CA,CALIFORNIA,6,4,CA-04,228506,228506
2004,CA,CALIFORNIA,6,4,CA-04,339369,339369
2006,CA,CALIFORNIA,6,4,CA-04,276893,276893
2008,CA,CALIFORNIA,6,4,CA-04,369780,369780
2010,CA,CALIFORNIA,6,4,CA-04,304229,304229
2012,CA,CALIFORNIA,6,4,CA-04,323688,323688
2014,CA,CALIFORNIA,6,4,CA-04,211134,211134
2016,CA,CALIFORNIA,6,4,CA-04,350978,350978
2018,CA,CALIFORNIA,6,4,CA-04,340654,340654
2020,CA,CALIFORNIA,6,4,CA-04,442022,442022
2022,CA,CALIFORNIA,6,4,CA-04,260907,260907
2024,CA,CALIFORNIA,6,4,CA-04,342680,342680
1976,CA,CALIFORNIA,6,5,CA-05,167754,167754
1978,CA,CALIFORNIA,6,5,CA-05,158649,158649
1980,CA,CALIFORNIA,6,5,CA-05,197821,197821
1982,CA,CALIFORNIA,6,5,CA-05,178311,178311
1984,CA,CALIFORNIA,6,5,CA-05,193204,193204
1986,CA,CALIFORNIA,6,5,CA-05,163214,163214
1988,CA,CALIFORNIA,6,5,CA-05,174758,174758
1990,CA,CALIFORNIA,6,5,CA-05,156304,156304
1992,CA,CALIFORNIA,6,5,CA-05,230560,230560
1994,CA,CALIFORNIA,6,5,CA-05,182596,182596
1996,CA,CALIFORNIA,6,5,CA-05,202460,202460
1998,CA,CALIFORNIA,6,5,CA-05,181768,181768
2000,CA,CALIFORNIA,6,5,CA-05,214059,214059
2002,CA,CALIFORNIA,6,5,CA-05,131578,131578
2004,CA,CALIFORNIA,6,5,CA-05,193387,193387
2006,CA,CALIFORNIA,6,5,CA-05,149266,149266
2008,CA,CALIFORNIA,6,5,CA-05,221155,221155
2010,CA,CALIFORNIA,6,5,CA-05,172410,172410
2012,CA,CALIFORNIA,6,5,CA-05,272417,272417
2014,CA,CALIFORNIA,6,5,CA-05,171148,171148
2016,CA,CALIFORNIA,6,5,CA-05,292091,292091
2018,CA,CALIFORNIA,6,5,CA-05,261018,261018
2020,CA,CALIFORNIA,6,5,CA-05,356460,356460
2022,CA,CALIFORNIA,6,5,CA-05,283030,283030
2024,CA,CALIFORNIA,6,5,CA-05,368562,368562
1976,CA,CALIFORNIA,6,6,CA-06,130916,130916
1978,CA,CALIFORNIA,6,6,CA-06,119768,119768
1980,CA,CALIFORNIA,6,6,CA-06,134650,134650
1982,CA,CALIFORNIA,6,6,CA-06,184064,184064
1984,CA,CALIFORNIA,6,6,CA-06,239096,239096
1986,CA,CALIFORNIA,6,6,CA-06,193552,193552
1988,CA,CALIFORNIA,6,6,CA-06,240819,240819
1990,CA,CALIFORNIA,6,6,CA-06,201708,201708
1992,CA,CALIFORNIA,6,6,CA-06,291786,291786
1994,CA,CALIFORNIA,6,6,CA-06,236840,236840
1996,CA,CALIFORNIA,6,6,CA-06,253836,253836
1998,CA,CALIFORNIA,6,6,CA-06,232981,232981
2000,CA,CALIFORNIA,6,6,CA-06,283118,283118
2002,CA,CALIFORNIA,6,6,CA-06,209563,209563
2004,CA,CALIFORNIA,6,6,CA-06,311667,311667
2006,CA,CALIFORNIA,6,6,CA-06,246628,246628
2008,CA,CALIFORNIA,6,6,CA-06,320362,320362
2010,CA,CALIFORNIA,6,6,CA-06,261152,261152
2012,CA,CALIFORNIA,6,6,CA-06,214073,214073
2014,CA,CALIFORNIA,6,6,CA-06,133456,133456
2016,CA,CALIFORNIA,6,6,CA-06,235413,235413
2018,CA,CALIFORNIA,6,6,CA-06,201939,201939
2020,CA,CALIFORNIA,6,6,CA-06,313114,313114
2022,CA,CALIFORNIA,6,6,CA-06,216383,216383
2024,CA,CALIFORNIA,6,6,CA-06,287072,287072
1976,CA,CALIFORNIA,6,7,CA-07,196816,196816
1978,CA,CALIFORNIA,6,7,CA-07,172865,172865
1980,CA,CALIFORNIA,6,7,CA-07,224469,224469
1982,CA,CALIFORNIA,6,7,CA-07,188869,188869
1984,CA,CALIFORNIA,6,7,CA-07,237291,237291
1986,CA,CALIFORNIA,6,7,CA-07,186553,186553
1988,CA,CALIFORNIA,6,7,CA-07,248484,248484
1990,CA,CALIFORNIA,6,7,CA-07,200111,200111
1992,CA,CALIFORNIA,6,7,CA-07,217982,217982
1994,CA,CALIFORNIA,6,7,CA-07,166601,166601
1996,CA,CALIFORNIA,6,7,CA-07,190917,190917
1998,CA,CALIFORNIA,6,7,CA-07,164132,164132
2000,CA,CALIFORNIA,6,7,CA-07,208789,208789
2002,CA,CALIFORNIA,6,7,CA-07,138376,138376
2004,CA,CALIFORNIA,6,7,CA-07,219277,219277
2006,CA,CALIFORNIA,6,7,CA-07,140486,140486
2008,CA,CALIFORNIA,6,7,CA-07,234773,234773
2010,CA,CALIFORNIA,6,7,CA-07,179199,179199
2012,CA,CALIFORNIA,6,7,CA-07,273291,273291
2014,CA,CALIFORNIA,6,7,CA-07,183587,183587
2016,CA,CALIFORNIA,6,7,CA-07,297301,297301
2018,CA,CALIFORNIA,6,7,CA-07,281617,281617
2020,CA,CALIFORNIA,6,7,CA-07,383965,383965
2022,CA,CALIFORNIA,6,7,CA-07,220651,220651
2024,CA,CALIFORNIA,6,7,CA-07,295770,295770
1976,CA,CALIFORNIA,6,8,CA-08,196954,196954
1978,CA,CALIFORNIA,6,8,CA-08,165305,165305
1980,CA,CALIFORNIA,6,8,CA-08,195425,195425
1982,CA,CALIFORNIA,6,8,CA-08,217231,217231
1984,CA,CALIFORNIA,6,8,CA-08,239223,239223
1986,CA,CALIFORNIA,6,8,CA-08,202935,202935
1988,CA,CALIFORNIA,6,8,CA-08,245196,245196
1990,CA,CALIFORNIA,6,8,CA-08,195189,195189
1992,CA,CALIFORNIA,6,8,CA-08,232691,232691
1994,CA,CALIFORNIA,6,8,CA-08,168171,168171
1996,CA,CALIFORNIA,6,8,CA-08,207738,207738
1998,CA,CALIFORNIA,6,8,CA-08,172462,172462
2000,CA,CALIFORNIA,6,8,CA-08,215428,215428
2002,CA,CALIFORNIA,6,8,CA-08,160441,160441
2004,CA,CALIFORNIA,6,8,CA-08,270064,270064
2006,CA,CALIFORNIA,6,8,CA-08,184639,184639
2008,CA,CALIFORNIA,6,8,CA-08,285247,285247
2010,CA,CALIFORNIA,6,8,CA-08,209696,209696
2012,CA,CALIFORNIA,6,8,CA-08,179644,179644
2014,CA,CALIFORNIA,6,8,CA-08,114536,114536
2016,CA,CALIFORNIA,6,8,CA-08,220007,220007
2018,CA,CALIFORNIA,6,8,CA-08,170785,170785
2020,CA,CALIFORNIA,6,8,CA-08,283111,283111
2022,CA,CALIFORNIA,6,8,CA-08,192135,192135
2024,CA,CALIFORNIA,6,8,CA-08,273030,273030
1976,CA,CALIFORNIA,6,9,CA-09,164391,164391
1978,CA,CALIFORNIA,6,9,CA-09,134879,134879
1980,CA,CALIFORNIA,6,9,CA-09,163592,163592
1982,CA,CALIFORNIA,6,9,CA-09,172095,172095
1984,CA,CALIFORNIA,6,9,CA-09,195308,195308
1986,CA,CALIFORNIA,6,9,CA-09,208409,208409
1988,CA,CALIFORNIA,6,9,CA-09,209522,209522
1990,CA,CALIFORNIA,6,9,CA-09,162151,162151
1992,CA,CALIFORNIA,6,9,CA-09,228467,228467
1994,CA,CALIFORNIA,6,9,CA-09,178875,178875
1996,CA,CALIFORNIA,6,9,CA-09,200968,200968
1998,CA,CALIFORNIA,6,9,CA-09,169895,169895
2000,CA,CALIFORNIA,6,9,CA-09,214650,214650
2002,CA,CALIFORNIA,6,9,CA-09,166917,166917
2004,CA,CALIFORNIA,6,9,CA-09,255039,255039
2006,CA,CALIFORNIA,6,9,CA-09,193686,193686
2008,CA,CALIFORNIA,6,9,CA-09,277600,277600
2010,CA,CALIFORNIA,6,9,CA-09,214085,214085
2012,CA,CALIFORNIA,6,9,CA-09,213077,213077
2014,CA,CALIFORNIA,6,9,CA-09,121204,121204
2016,CA,CALIFORNIA,6,9,CA-09,232155,232155
2018,CA,CALIFORNIA,6,9,CA-09,200763,200763
2020,CA,CALIFORNIA,6,9,CA-09,302610,302610
2022,CA,CALIFORNIA,6,9,CA-09,174400,174400
2024,CA,CALIFORNIA,6,9,CA-09,251357,251357
1976,CA,CALIFORNIA,6,10,CA-10,155443,155443
1978,CA,CALIFORNIA,6,10,CA-10,125862,125862
1980,CA,CALIFORNIA,6,10,CA-10,164543,164543
1982,CA,CALIFORNIA,6,10,CA-10,123281,123281
1984,CA,CALIFORNIA,6,10,CA-10,164177,164177
1986,CA,CALIFORNIA,6,10,CA-10,119564,119564
1988,CA,CALIFORNIA,6,10,CA-10,165301,165301
1990,CA,CALIFORNIA,6,10,CA-10,130637,130637
1992,CA,CALIFORNIA,6,10,CA-10,280429,280429
1994,CA,CALIFORNIA,6,10,CA-10,234241,234241
1996,CA,CALIFORNIA,6,10,CA-10,283183,283183
1998,CA,CALIFORNIA,6,10,CA-10,237809,237809
2000,CA,CALIFORNIA,6,10,CA-10,304819,304819
2002,CA,CALIFORNIA,6,10,CA-10,167197,167197
2004,CA,CALIFORNIA,6,10,CA-10,278099,278099
2006,CA,CALIFORNIA,6,10,CA-10,196978,196978
2008,CA,CALIFORNIA,6,10,CA-10,295165,295165
2010,CA,CALIFORNIA,6,10,CA-10,233806,233806
2012,CA,CALIFORNIA,6,10,CA-10,209199,209199
2014,CA,CALIFORNIA,6,10,CA-10,125705,125705
2016,CA,CALIFORNIA,6,10,CA-10,241141,241141
2018,CA,CALIFORNIA,6,10,CA-10,221900,221900
2020,CA,CALIFORNIA,6,10,CA-10,302494,302494
2022,CA,CALIFORNIA,6,10,CA-10,251380,251380
2024,CA,CALIFORNIA,6,10,CA-10,364544,364544
1976,CA,CALIFORNIA,6,11,CA-11,176194,176194
1978,CA,CALIFORNIA,6,11,CA-11,153464,153464
1980,CA,CALIFORNIA,6,11,CA-11,185012,185012
1982,CA,CALIFORNIA,6,11,CA-11,192372,192372
1984,CA,CALIFORNIA,6,11,CA-11,211115,211115
1986,CA,CALIFORNIA,6,11,CA-11,151695,151695
1988,CA,CALIFORNIA,6,11,CA-11,205016,205016
1990,CA,CALIFORNIA,6,11,CA-11,159365,159365
1992,CA,CALIFORNIA,6,11,CA-11,198490,198490
1994,CA,CALIFORNIA,6,11,CA-11,159814,159814
1996,CA,CALIFORNIA,6,11,CA-11,181096,181096
1998,CA,CALIFORNIA,6,11,CA-11,155449,155449
2000,CA,CALIFORNIA,6,11,CA-11,208607,208607
2002,CA,CALIFORNIA,6,11,CA-11,173956,173956
2004,CA,CALIFORNIA,6,11,CA-11,267169,267169
2006,CA,CALIFORNIA,6,11,CA-11,206264,206264
2008,CA,CALIFORNIA,6,11,CA-11,297616,297616
2010,CA,CALIFORNIA,6,11,CA-11,240503,240503
2012,CA,CALIFORNIA,6,11,CA-11,287879,287879
2014,CA,CALIFORNIA,6,11,CA-11,174662,174662
2016,CA,CALIFORNIA,6,11,CA-11,298209,298209
2018,CA,CALIFORNIA,6,11,CA-11,275681,275681
2020,CA,CALIFORNIA,6,11,CA-11,371356,371356
2022,CA,CALIFORNIA,6,11,CA-11,263065,263065
2024,CA,CALIFORNIA,6,11,CA-11,339111,339111
1976,CA,CALIFORNIA,6,12,CA-12,196857,196857
1978,CA,CALIFORNIA,6,12,CA-12,160085,160085
1980,CA,CALIFORNIA,6,12,CA-12,199083,199083
1982,CA,CALIFORNIA,6,12,CA-12,183208,183208
1984,CA,CALIFORNIA,6,12,CA-12,252693,252693
1986,CA,CALIFORNIA,6,12,CA-12,187043,187043
1988,CA,CALIFORNIA,6,12,CA-12,263930,263930
1990,CA,CALIFORNIA,6,12,CA-12,205698,205698
1992,CA,CALIFORNIA,6,12,CA-12,228407,228407
1994,CA,CALIFORNIA,6,12,CA-12,175636,175636
1996,CA,CALIFORNIA,6,12,CA-12,207908,207908
1998,CA,CALIFORNIA,6,12,CA-12,173212,173212
2000,CA,CALIFORNIA,6,12,CA-12,212556,212556
2002,CA,CALIFORNIA,6,12,CA-12,154984,154984
2004,CA,CALIFORNIA,6,12,CA-12,252599,252599
2006,CA,CALIFORNIA,6,12,CA-12,182324,182324
2008,CA,CALIFORNIA,6,12,CA-12,266853,266853
2010,CA,CALIFORNIA,6,12,CA-12,201162,201162
2012,CA,CALIFORNIA,6,12,CA-12,298187,298187
2014,CA,CALIFORNIA,6,12,CA-12,192264,192264
2016,CA,CALIFORNIA,6,12,CA-12,338845,338845
2018,CA,CALIFORNIA,6,12,CA-12,317072,317072
2020,CA,CALIFORNIA,6,12,CA-12,362950,362950
2022,CA,CALIFORNIA,6,12,CA-12,239969,239969
2024,CA,CALIFORNIA,6,12,CA-12,283025,283025
1976,CA,CALIFORNIA,6,13,CA-13,202611,202611
1978,CA,CALIFORNIA,6,13,CA-13,175361,175361
1980,CA,CALIFORNIA,6,13,CA-13,224609,224609
1982,CA,CALIFORNIA,6,13,CA-13,168164,168164
1984,CA,CALIFORNIA,6,13,CA-13,214353,214353
1986,CA,CALIFORNIA,6,13,CA-13,154450,154450
1988,CA,CALIFORNIA,6,13,CA-13,214522,214522
1990,CA,CALIFORNIA,6,13,CA-13,167646,167646
1992,CA,CALIFORNIA,6,13,CA-13,205516,205516
1994,CA,CALIFORNIA,6,13,CA-13,150642,150642
1996,CA,CALIFORNIA,6,13,CA-13,175539,175539
1998,CA,CALIFORNIA,6,13,CA-13,142787,142787
2000,CA,CALIFORNIA,6,13,CA-13,183146,183146
2002,CA,CALIFORNIA,6,13,CA-13,121723,121723
2004,CA,CALIFORNIA,6,13,CA-13,201921,201921
2006,CA,CALIFORNIA,6,13,CA-13,147897,147897
2008,CA,CALIFORNIA,6,13,CA-13,218276,218276
2010,CA,CALIFORNIA,6,13,CA-13,164378,164378
2012,CA,CALIFORNIA,6,13,CA-13,288582,288582
2014,CA,CALIFORNIA,6,13,CA-13,190431,190431
2016,CA,CALIFORNIA,6,13,CA-13,322871,322871
2018,CA,CALIFORNIA,6,13,CA-13,294837,294837
2020,CA,CALIFORNIA,6,13,CA-13,362818,362818
2022,CA,CALIFORNIA,6,13,CA-13,133556,133556
2024,CA,CALIFORNIA,6,13,CA-13,210921,210921
1976,CA,CALIFORNIA,6,14,CA-14,169959,169959
1978,CA,CALIFORNIA,6,14,CA-14,179727,179727
1980,CA,CALIFORNIA,6,14,CA-14,220579,220579
1982,CA,CALIFORNIA,6,14,CA-14,211625,211625
1984,CA,CALIFORNIA,6,14,CA-14,244472,244472
1986,CA,CALIFORNIA,6,14,CA-14,205161,205161
1988,CA,CALIFORNIA,6,14,CA-14,277775,277775
1990,CA,CALIFORNIA,6,14,CA-14,249051,249051
1992,CA,CALIFORNIA,6,14,CA-14,259222,259222
1994,CA,CALIFORNIA,6,14,CA-14,199188,199188
1996,CA,CALIFORNIA,6,14,CA-14,229633,229633
1998,CA,CALIFORNIA,6,14,CA-14,188910,188910
2000,CA,CALIFORNIA,6,14,CA-14,230262,230262
2002,CA,CALIFORNIA,6,14,CA-14,171678,171678
2004,CA,CALIFORNIA,6,14,CA-14,261888,261888
2006,CA,CALIFORNIA,6,14,CA-14,198575,198575
2008,CA,CALIFORNIA,6,14,CA-14,272766,272766
2010,CA,CALIFORNIA,6,14,CA-14,218869,218869
2012,CA,CALIFORNIA,6,14,CA-14,258283,258283
2014,CA,CALIFORNIA,6,14,CA-14,149146,149146
2016,CA,CALIFORNIA,6,14,CA-14,286447,286447
2018,CA,CALIFORNIA,6,14,CA-14,266823,266823
2020,CA,CALIFORNIA,6,14,CA-14,351005,351005
2022,CA,CALIFORNIA,6,14,CA-14,198464,198464
2024,CA,CALIFORNIA,6,14,CA-14,276388,276388
1976,CA,CALIFORNIA,6,15,CA-15,128435,128435
1978,CA,CALIFORNIA,6,15,CA-15,125126,125126
1980,CA,CALIFORNIA,6,15,CA-15,150491,150491
1982,CA,CALIFORNIA,6,15,CA-15,135043,135043
1984,CA,CALIFORNIA,6,15,CA-15,167406,167406
1986,CA,CALIFORNIA,6,15,CA-15,131775,131775
1988,CA,CALIFORNIA,6,15,CA-15,170193,170193
1990,CA,CALIFORNIA,6,15,CA-15,146781,146781
1992,CA,CALIFORNIA,6,15,CA-15,265370,265370
1994,CA,CALIFORNIA,6,15,CA-15,200204,200204
1996,CA,CALIFORNIA,6,15,CA-15,226868,226868
1998,CA,CALIFORNIA,6,15,CA-15,184778,184778
2000,CA,CALIFORNIA,6,15,CA-15,236822,236822
2002,CA,CALIFORNIA,6,15,CA-15,133022,133022
2004,CA,CALIFORNIA,6,15,CA-15,214338,214338
2006,CA,CALIFORNIA,6,15,CA-15,159718,159718
2008,CA,CALIFORNIA,6,15,CA-15,238589,238589
2010,CA,CALIFORNIA,6,15,CA-15,186615,186615
2012,CA,CALIFORNIA,6,15,CA-15,231034,231034
2014,CA,CALIFORNIA,6,15,CA-15,142906,142906
2016,CA,CALIFORNIA,6,15,CA-15,269197,269197
2018,CA,CALIFORNIA,6,15,CA-15,243929,243929
2020,CA,CALIFORNIA,6,15,CA-15,342701,342701
2022,CA,CALIFORNIA,6,15,CA-15,194874,194874
2024,CA,CALIFORNIA,6,15,CA-15,289544,289544
1976,CA,CALIFORNIA,6,16,CA-16,195705,195705
1978,CA,CALIFORNIA,6,16,CA-16,170358,170358
1980,CA,CALIFORNIA,6,16,CA-16,223035,223035
1982,CA,CALIFORNIA,6,16,CA-16,167078,167078
1984,CA,CALIFORNIA,6,16,CA-16,216687,216687
1986,CA,CALIFORNIA,6,16,CA-16,163498,163498
1988,CA,CALIFORNIA,6,16,CA-16,225827,225827
1990,CA,CALIFORNIA,6,16,CA-16,181002,181002
1992,CA,CALIFORNIA,6,16,CA-16,155883,155883
1994,CA,CALIFORNIA,6,16,CA-16,115352,115352
1996,CA,CALIFORNIA,6,16,CA-16,143207,143207
1998,CA,CALIFORNIA,6,16,CA-16,117414,117414
2000,CA,CALIFORNIA,6,16,CA-16,159746,159746
2002,CA,CALIFORNIA,6,16,CA-16,107986,107986
2004,CA,CALIFORNIA,6,16,CA-16,182281,182281
2006,CA,CALIFORNIA,6,16,CA-16,136059,136059
2008,CA,CALIFORNIA,6,16,CA-16,205327,205327
2010,CA,CALIFORNIA,6,16,CA-16,156058,156058
2012,CA,CALIFORNIA,6,16,CA-16,147450,147450
2014,CA,CALIFORNIA,6,16,CA-16,91220,91220
2016,CA,CALIFORNIA,6,16,CA-16,167956,167956
2018,CA,CALIFORNIA,6,16,CA-16,142959,142959
2020,CA,CALIFORNIA,6,16,CA-16,216729,216729
2022,CA,CALIFORNIA,6,16,CA-16,241007,241007
2024,CA,CALIFORNIA,6,16,CA-16,308476,308476
1976,CA,CALIFORNIA,6,17,CA-17,158168,158168
1978,CA,CALIFORNIA,6,17,CA-17,149181,149181
1980,CA,CALIFORNIA,6,17,CA-17,182939,182939
1982,CA,CALIFORNIA,6,17,CA-17,148635,148635
1984,CA,CALIFORNIA,6,17,CA-17,177690,177690
1986,CA,CALIFORNIA,6,17,CA-17,147469,147469
1988,CA,CALIFORNIA,6,17,CA-17,181298,181298
1990,CA,CALIFORNIA,6,17,CA-17,151459,151459
1992,CA,CALIFORNIA,6,17,CA-17,210367,210367
1994,CA,CALIFORNIA,6,17,CA-17,167193,167193
1996,CA,CALIFORNIA,6,17,CA-17,195545,195545
1998,CA,CALIFORNIA,6,17,CA-17,160690,160690
2000,CA,CALIFORNIA,6,17,CA-17,208760,208760
2002,CA,CALIFORNIA,6,17,CA-17,149296,149296
2004,CA,CALIFORNIA,6,17,CA-17,223225,223225
2006,CA,CALIFORNIA,6,17,CA-17,159293,159293
2008,CA,CALIFORNIA,6,17,CA-17,228626,228626
2010,CA,CALIFORNIA,6,17,CA-17,178139,178139
2012,CA,CALIFORNIA,6,17,CA-17,216728,216728
2014,CA,CALIFORNIA,6,17,CA-17,134408,134408
2016,CA,CALIFORNIA,6,17,CA-17,233192,233192
2018,CA,CALIFORNIA,6,17,CA-17,211162,211162
2020,CA,CALIFORNIA,6,17,CA-17,297336,297336
2022,CA,CALIFORNIA,6,17,CA-17,180253,180253
2024,CA,CALIFORNIA,6,17,CA-17,254877,254877
1976,CA,CALIFORNIA,6,18,CA-18,158341,158341
1978,CA,CALIFORNIA,6,18,CA-18,144563,144563
1980,CA,CALIFORNIA,6,18,CA-18,177461,177461
1982,CA,CALIFORNIA,6,18,CA-18,155927,155927
1984,CA,CALIFORNIA,6,18,CA-18,190525,190525
1986,CA,CALIFORNIA,6,18,CA-18,142387,142387
1988,CA,CALIFORNIA,6,18,CA-18,179749,179749
1990,CA,CALIFORNIA,6,18,CA-18,98804,98804
1992,CA,CALIFORNIA,6,18,CA-18,165011,165011
1994,CA,CALIFORNIA,6,18,CA-18,139054,139054
1996,CA,CALIFORNIA,6,18,CA-18,165586,165586
1998,CA,CALIFORNIA,6,18,CA-18,136931,136931
2000,CA,CALIFORNIA,6,18,CA-18,180328,180328
2002,CA,CALIFORNIA,6,18,CA-18,109593,109593
2004,CA,CALIFORNIA,6,18,CA-18,153705,153705
2006,CA,CALIFORNIA,6,18,CA-18,108713,108713
2008,CA,CALIFORNIA,6,18,CA-18,130192,130192
2010,CA,CALIFORNIA,6,18,CA-18,124569,124569
2012,CA,CALIFORNIA,6,18,CA-18,301934,301934
2014,CA,CALIFORNIA,6,18,CA-18,196386,196386
2016,CA,CALIFORNIA,6,18,CA-18,323930,323930
2018,CA,CALIFORNIA,6,18,CA-18,302238,302238
2020,CA,CALIFORNIA,6,18,CA-18,344139,344139
2022,CA,CALIFORNIA,6,18,CA-18,151513,151513
2024,CA,CALIFORNIA,6,18,CA-18,228506,228506
1976,CA,CALIFORNIA,6,19,CA-19,192923,192923
1978,CA,CALIFORNIA,6,19,CA-19,171751,171751
1980,CA,CALIFORNIA,6,19,CA-19,209603,209603
1982,CA,CALIFORNIA,6,19,CA-19,184246,184246
1984,CA,CALIFORNIA,6,19,CA-19,227626,227626
1986,CA,CALIFORNIA,6,19,CA-19,124919,124919
1988,CA,CALIFORNIA,6,19,CA-19,230924,230924
1990,CA,CALIFORNIA,6,19,CA-19,173245,173245
1992,CA,CALIFORNIA,6,19,CA-19,216640,216640
1994,CA,CALIFORNIA,6,19,CA-19,183926,183926
1996,CA,CALIFORNIA,6,19,CA-19,206379,206379
1998,CA,CALIFORNIA,6,19,CA-19,165149,165149
2000,CA,CALIFORNIA,6,19,CA-19,222615,222615
2002,CA,CALIFORNIA,6,19,CA-19,157802,157802
2004,CA,CALIFORNIA,6,19,CA-19,235264,235264
2006,CA,CALIFORNIA,6,19,CA-19,181994,181994
2008,CA,CALIFORNIA,6,19,CA-19,182101,182101
2010,CA,CALIFORNIA,6,19,CA-19,198902,198902
2012,CA,CALIFORNIA,6,19,CA-19,221613,221613
2014,CA,CALIFORNIA,6,19,CA-19,127788,127788
2016,CA,CALIFORNIA,6,19,CA-19,245863,245863
2018,CA,CALIFORNIA,6,19,CA-19,220319,220319
2020,CA,CALIFORNIA,6,19,CA-19,313027,313027
2022,CA,CALIFORNIA,6,19,CA-19,283310,283310
2024,CA,CALIFORNIA,6,19,CA-19,364320,364320
